epoch,train_loss,train_acc,test_loss,test_acc
1,1.9648466619873046,0.28228,1.6398368045806884,0.4082
2,1.5440472770690918,0.44262,1.393077986907959,0.4967
3,1.3840823981094361,0.50308,1.263754221534729,0.5481
4,1.2707756679534912,0.54684,1.2010628286361695,0.5698
5,1.1830180548477174,0.57878,1.1136125858306885,0.6024
6,1.0973178535079957,0.61194,1.0529953979492188,0.6247
7,1.0351464793014526,0.63214,1.0379781282424927,0.6337
8,0.9851882269287109,0.65194,0.9881413891792298,0.6516
9,0.9321160899734497,0.66992,0.9766159063339234,0.6519
10,0.8936848720169067,0.68802,0.9404750473022461,0.6659
11,0.8555344334411621,0.69752,0.9300194321632386,0.6739
12,0.8127794537353515,0.71468,0.9445248321533203,0.6714
13,0.7774085792922973,0.72442,0.9079333065032958,0.6844
14,0.7445920983695984,0.73784,0.9506904909133911,0.6712
15,0.7130360057258606,0.75044,0.8811728349685669,0.6967
16,0.6768621940994263,0.76162,0.8943761650085449,0.691
17,0.6570009999847413,0.76814,0.9109026754379272,0.6931
18,0.6386432394218445,0.77624,0.8959919429779053,0.7021
19,0.6080109805679321,0.78532,0.9124002801895141,0.6982
20,0.5840396033859253,0.79492,0.9637748687744141,0.6778
