epoch,train_loss,train_acc,test_loss,test_acc
1,2.053392539367676,0.2443,1.8277459175109863,0.3477
2,1.787647081413269,0.35238,1.5101178413391114,0.4583
3,1.646120939102173,0.40544,1.4628921775817871,0.4684
4,1.5713705833053588,0.43396,1.3796582710266114,0.5046
5,1.5172283823394774,0.45338,1.3074881475448608,0.5348
6,1.4627742120742797,0.47362,1.2615061752319336,0.5529
7,1.4181369704818725,0.49334,1.1881981817245484,0.5795
8,1.387547327079773,0.50268,1.1446026531219482,0.5967
9,1.3531704047775268,0.51462,1.1308457630157471,0.5977
10,1.328253187789917,0.52646,1.1201391205787659,0.6028
11,1.3050450761413575,0.53326,1.1036224122047424,0.6133
12,1.2839701457214356,0.54296,1.0483348583221435,0.6329
13,1.2662199767303466,0.55046,1.118672813987732,0.6011
14,1.249073985671997,0.5545,1.008135287475586,0.649
15,1.2334320105743408,0.56206,1.0220180696487426,0.6452
16,1.226570714187622,0.56562,1.0283479545593261,0.6381
17,1.215673310623169,0.56778,0.99635754737854,0.6482
18,1.2051158458709716,0.57448,0.968738715171814,0.6619
19,1.1853828730392455,0.57932,0.9603862438201904,0.6701
20,1.1799074561309815,0.5823,0.9873979913711548,0.6529
