epoch,train_loss,train_acc,test_loss,test_acc
1,1.9946132025909424,0.26546,1.7465605016708374,0.342
2,1.7975156771087646,0.33534,1.6129542232513427,0.4064
3,1.7742824270248414,0.34438,1.5872959531784057,0.42
4,1.737174402770996,0.35786,1.6175920555114747,0.4113
5,1.726973815536499,0.36836,1.5620707996368408,0.4221
6,1.7160892931365967,0.3704,1.536605580329895,0.4449
7,1.696208762741089,0.37986,1.5236610635757446,0.4352
8,1.6957400606536865,0.38076,1.5052044256210326,0.4409
9,1.6930768957138063,0.38038,1.5134387523651123,0.4434
10,1.6858074627304078,0.37872,1.4595767322540283,0.4671
11,1.6876252536773682,0.38142,1.473248080444336,0.456
12,1.6892691661834718,0.38366,1.554956097793579,0.4288
13,1.6795142168426513,0.3832,1.5135724742889405,0.4422
14,1.6710495895767212,0.38514,1.632836058998108,0.4082
15,1.6752502041625976,0.3846,1.459756902885437,0.4628
16,1.6733012282562256,0.38312,1.5108640363693238,0.437
17,1.6646488619613649,0.38898,1.4822496488571166,0.4529
18,1.6782792532348634,0.38288,1.4726739952087402,0.4649
19,1.6774794401168822,0.38574,1.5311094917297363,0.4383
20,1.671811372718811,0.38212,1.5132373497009277,0.4534
