epoch,train_loss,train_acc,test_loss,test_acc
1,2.021981541175842,0.25682,1.7806077911376954,0.3374
2,1.7999388361358644,0.33548,1.61310339717865,0.4133
3,1.7349447472763062,0.3581,1.5748741884231567,0.4205
4,1.7071615340805053,0.36902,1.585918094444275,0.426
5,1.6942062984466553,0.37512,1.5335152185440064,0.4365
6,1.682510565185547,0.38064,1.5587552444458008,0.4198
7,1.6737361584091186,0.38374,1.463624397468567,0.4576
8,1.6662311582946778,0.3874,1.542683459854126,0.4461
9,1.6689811365509033,0.38424,1.4910095794677733,0.4494
10,1.6586080972290038,0.39098,1.4566748039245605,0.4718
11,1.6606470708847045,0.39202,1.45227852268219,0.4709
12,1.6646523748016357,0.39152,1.4916118307113648,0.4603
13,1.6484171169281006,0.39868,1.5345939838409424,0.4381
14,1.6551834521865845,0.39018,1.440371674346924,0.4754
15,1.653093519821167,0.39436,1.465016110420227,0.4632
16,1.6464548859024049,0.39566,1.4275858160018922,0.4774
17,1.6686206332397462,0.39034,1.4911364223480224,0.4495
18,1.6486382946395874,0.39726,1.489304538154602,0.4583
19,1.6871330679321288,0.38462,1.4915159872055053,0.4529
20,1.6607746768188476,0.39282,1.491070439338684,0.4519
