epoch,train_loss,train_acc,test_loss,test_acc
1,1.7632377227020264,0.35308,1.5758346817016602,0.4299
2,1.524346548271179,0.4486,1.4102591985702515,0.4979
3,1.456631953201294,0.47108,1.3265910715103149,0.5188
4,1.4304079055023193,0.48082,1.377274009513855,0.5
5,1.4108501930999755,0.49066,1.4178906629562378,0.5087
6,1.4031479808807372,0.4983,1.309526050758362,0.5271
7,1.383127350769043,0.50128,1.3740155362129212,0.5123
8,1.3820967692565918,0.50244,1.2505300882339478,0.5529
9,1.3669423685073852,0.51028,1.311721753692627,0.5251
10,1.3696778673553467,0.5087,1.3234023988723755,0.5277
11,1.3733588944244384,0.50774,1.2789020259857178,0.5407
12,1.3640874988174438,0.5121,1.31283944940567,0.531
13,1.3571320106887816,0.51374,1.265874310874939,0.5501
14,1.3592108781051635,0.51512,1.346185697746277,0.5302
15,1.3577870546340942,0.51416,1.2771299747467042,0.5569
16,1.3403621031570434,0.51896,1.2562333318710328,0.55
17,1.3543927292633056,0.51506,1.2568754550933838,0.5515
18,1.3482802200698853,0.51838,1.282126469898224,0.5486
19,1.3436878190994264,0.51798,1.251200986480713,0.548
20,1.3356118139648439,0.52016,1.2636010625839234,0.5477
