epoch,train_loss,train_acc,test_loss,test_acc
1,2.0550885951995848,0.2467,1.7640317403793335,0.3644
2,1.7425042122650147,0.36956,1.5332227375030518,0.4334
3,1.555955955848694,0.43286,1.380984833908081,0.5017
4,1.4620817391204834,0.46802,1.297961190509796,0.538
5,1.3934137030792237,0.49522,1.198084861946106,0.5701
6,1.329382759361267,0.5213,1.1716940355300904,0.5866
7,1.2766435260009765,0.54206,1.0953855429649353,0.6181
8,1.2315738436126709,0.55692,1.0728544158935547,0.6213
9,1.2073827326965332,0.56722,1.0609665860176087,0.6211
10,1.1776278511810303,0.57848,1.0275169611930848,0.633
11,1.1487520777130127,0.59018,0.9839586427688599,0.6505
12,1.1335893363189697,0.59792,0.9638538955688477,0.6629
13,1.1190336322402954,0.59944,0.9677156891822815,0.6655
14,1.094583490257263,0.61246,0.9283652758598328,0.6774
15,1.084797211303711,0.61338,0.9156901554107666,0.6762
16,1.0731646694946289,0.61824,0.911062100315094,0.6788
17,1.0665611047554016,0.62164,0.9009365707397461,0.6879
18,1.0515223734283448,0.62704,0.9012013221740722,0.6872
19,1.0465966410827636,0.6275,0.9001763169288636,0.6877
20,1.0255706683731078,0.63722,0.862306897354126,0.6987
