epoch,train_loss,train_acc,test_loss,test_acc
1,1.9662294528198243,0.28166,1.646554655456543,0.4059
2,1.6907201608657836,0.38096,1.4890975648880005,0.4608
3,1.630640150680542,0.40234,1.461022783470154,0.4703
4,1.5946281551361083,0.41298,1.4765422527313232,0.4582
5,1.5847036001586914,0.41944,1.463464338684082,0.4656
6,1.5700461378860473,0.42448,1.4435549175262452,0.4742
7,1.5596910428237916,0.43166,1.4010505067825318,0.4815
8,1.5500616349411012,0.4339,1.4645743618011475,0.4736
9,1.5521124801254274,0.4347,1.3910032358169555,0.4965
10,1.540557314529419,0.43936,1.3937551671981812,0.4963
11,1.542716057395935,0.4397,1.3852252645492553,0.5065
12,1.5426535359954834,0.43796,1.3814128866195678,0.4952
13,1.5383161214828491,0.43854,1.3704833930969238,0.519
14,1.535815538673401,0.43938,1.3828128046035766,0.4922
15,1.5208821871185303,0.44786,1.336184846496582,0.5174
16,1.5207045543670654,0.44292,1.3120759601593017,0.5318
17,1.5427820779800414,0.44198,1.3777759956359863,0.5101
18,1.5282205264282227,0.44214,1.3206209297180176,0.5246
19,1.5153924929046632,0.45148,1.440579479789734,0.4926
20,1.5200670809936523,0.44844,1.35802781791687,0.5012
