epoch,train_loss,train_acc,test_loss,test_acc
1,1.7930121985626222,0.34364,1.461875290298462,0.4587
2,1.5388130508041382,0.43978,1.442550922393799,0.4631
3,1.4962808783721924,0.45782,1.4238734016418457,0.4876
4,1.4607513367462157,0.4701,1.347493274497986,0.5141
5,1.4432476579666138,0.47944,1.3734356439590454,0.5123
6,1.421063133468628,0.48706,1.3214570888519288,0.529
7,1.4215787218475342,0.48914,1.3083847173690797,0.5334
8,1.4135805054092407,0.48904,1.3078678575515748,0.5363
9,1.4087683379745484,0.49214,1.3223941360473632,0.5187
10,1.4120303262710572,0.49486,1.2843070182800294,0.5335
11,1.3871485186767578,0.50006,1.2921210390090943,0.5329
12,1.3999624375915527,0.49512,1.2802863786697387,0.5462
13,1.3897427955627442,0.50096,1.2707655395507813,0.5448
14,1.3929189464950562,0.49866,1.280012000465393,0.5352
15,1.3815861407852172,0.50394,1.303921529006958,0.538
16,1.3858564881134032,0.50334,1.271148939704895,0.5447
17,1.3741848274230957,0.50992,1.2622444095611571,0.5518
18,1.3721859537506103,0.50712,1.250786780166626,0.5568
19,1.3785438285064697,0.50654,1.2690851692199707,0.5513
20,1.3659724238586426,0.51068,1.3006612928390502,0.5414
