epoch,train_loss,train_acc,test_loss,test_acc
1,1.9311371482086181,0.2982,1.5920978937149048,0.4331
2,1.509078656387329,0.46018,1.3684404134750365,0.506
3,1.3346781539916992,0.5203,1.2729134735107421,0.5345
4,1.2469274048614503,0.55542,1.158725128364563,0.5855
5,1.1582400985717773,0.58732,1.1014516458511352,0.6146
6,1.0868776248168945,0.61344,1.043407428741455,0.6336
7,1.0187307173347473,0.64048,0.9962607810974121,0.6517
8,0.9732129728698731,0.6563,1.009974559020996,0.647
9,0.9221462124443054,0.6754,0.9498543729782104,0.6732
10,0.8899050890731811,0.68548,0.9263308381080627,0.6785
11,0.8531640504837036,0.69946,0.9110899273872376,0.6832
12,0.8089004195022583,0.71542,0.9073972569465637,0.6861
13,0.7807940144729614,0.7241,0.9209298092842102,0.6775
14,0.7538955571365357,0.73478,0.9007615678787232,0.6845
15,0.7263440827560425,0.74322,0.8737788515090943,0.6986
16,0.6967498389816285,0.7529,0.892071831035614,0.693
17,0.6709872028255462,0.76386,0.925509871673584,0.6845
18,0.6451754664993287,0.77236,0.880049273109436,0.7039
19,0.6094434031295777,0.78594,0.8825184429168701,0.7033
20,0.5978780786895752,0.78682,0.9097155986785889,0.7018
