epoch,train_loss,train_acc,test_loss,test_acc
1,2.0048419479751587,0.26248,1.6749397346496582,0.3807
2,1.803226097946167,0.34018,1.5852585729598998,0.4277
3,1.7538686734390259,0.3595,1.5596578207015992,0.44
4,1.7227864822769166,0.36774,1.5332639671325683,0.4412
5,1.707428610610962,0.37698,1.5266790023803711,0.446
6,1.687287041053772,0.3853,1.5208749200820924,0.4534
7,1.6827863134002685,0.38752,1.4709485807418823,0.4678
8,1.6679418573379516,0.39552,1.4785521780014037,0.4569
9,1.6778243729400635,0.38932,1.4824026586532593,0.4535
10,1.661981136817932,0.39328,1.4527232948303224,0.4733
11,1.6635226394271851,0.39552,1.4467358991622925,0.4761
12,1.6477233642578124,0.39888,1.4165599590301514,0.4825
13,1.64288627204895,0.4028,1.4934470342636108,0.4554
14,1.64764131275177,0.40076,1.3920714778900147,0.4971
15,1.6471917071151734,0.39942,1.4170124416351317,0.4897
16,1.632711910057068,0.40306,1.437167017364502,0.4766
17,1.6346079250717163,0.40256,1.4856373008728028,0.4602
18,1.6376697371673583,0.40028,1.441266096687317,0.4795
19,1.630727212524414,0.40478,1.405259503364563,0.4869
20,1.6380860889434814,0.40302,1.500902590560913,0.4542
