epoch,train_loss,train_acc,test_loss,test_acc
1,1.7651092416763305,0.34864,1.4801026742935182,0.4452
2,1.4773385808563233,0.4608,1.4107468299865722,0.4928
3,1.4245695472717286,0.48826,1.3724896883010864,0.5095
4,1.3900219127273559,0.49736,1.2948982368469237,0.5366
5,1.3694689385223389,0.50896,1.2803543266296387,0.5367
6,1.3547902798843383,0.51456,1.2770936399459838,0.5403
7,1.3447893646621705,0.51488,1.2862837057113647,0.5363
8,1.3417145071411132,0.519,1.2915318742752075,0.5294
9,1.338515231552124,0.52032,1.247458812904358,0.5552
10,1.3313588520050048,0.52276,1.23068475151062,0.5559
11,1.3147309407806396,0.52892,1.2065896244049072,0.5765
12,1.3206113652801514,0.52802,1.2014692079544067,0.5784
13,1.3099163648223877,0.52914,1.219766689491272,0.5604
14,1.3167620611953736,0.52754,1.1866582777023316,0.5766
15,1.3133597641754151,0.53076,1.2739620433807373,0.5413
16,1.3288053150939942,0.5251,1.280159574699402,0.5474
17,1.3213993626785279,0.5305,1.3356346948623656,0.5339
18,1.3234788956451415,0.5274,1.2488118535995483,0.5621
19,1.3162768488693237,0.53068,1.1890131019592285,0.5786
20,1.3078575289154053,0.53372,1.2257861446380616,0.5658
