epoch,train_loss,train_acc,test_loss,test_acc
1,2.0278418547058106,0.24944,1.8780883220672608,0.3251
2,1.8143817639541626,0.331,1.6300555017471314,0.4045
3,1.7264616962432862,0.3622,1.597921866607666,0.4111
4,1.6720347478866577,0.38138,1.608277184677124,0.41
5,1.6579552675628662,0.3885,1.5234451871871948,0.435
6,1.6298340225982666,0.39974,1.5039015756607055,0.4597
7,1.6189628750610352,0.40322,1.5221681720733642,0.4422
8,1.6198538191986085,0.40798,1.4737193891525269,0.4565
9,1.6145962512969971,0.4075,1.466329651069641,0.4629
10,1.621643498878479,0.40454,1.6072639640808106,0.4081
11,1.6055096750259399,0.40826,1.527749220275879,0.4358
12,1.6175734860229491,0.40692,1.4493362300872803,0.4722
13,1.599906416091919,0.4124,1.4468452342987062,0.4715
14,1.5933954864883424,0.41398,1.4764380693435668,0.4626
15,1.5933787399291992,0.41372,1.533870811843872,0.4468
16,1.5964966577911377,0.41302,1.4542985107421875,0.467
17,1.6135705094146728,0.40712,1.4721424545288087,0.4527
18,1.5964763764190675,0.41558,1.4527687072753905,0.4593
19,1.591530082244873,0.41652,1.4388617012023925,0.4642
20,1.589130754928589,0.41602,1.4646002044677735,0.4536
