epoch,train_loss,train_acc,test_loss,test_acc
1,2.054507377700806,0.24836,1.7629061944961548,0.3766
2,1.7023405939102172,0.38108,1.4944005809783936,0.4511
3,1.5391481832122802,0.44006,1.3729140111923217,0.5054
4,1.48024245677948,0.46148,1.3319352336883545,0.5222
5,1.4120918664550781,0.48858,1.2639450727462769,0.5524
6,1.3601713945770264,0.51062,1.1844155906677245,0.5765
7,1.3003378784942627,0.53042,1.153577501964569,0.5892
8,1.2586501470565796,0.54992,1.0892585767745973,0.6125
9,1.2181877610397338,0.56466,1.0839576932907105,0.621
10,1.1902454167175294,0.57382,1.0581496836662292,0.6269
11,1.1582570567703248,0.58646,1.0145035231590271,0.6385
12,1.1427707640457154,0.5913,0.9702991489410401,0.6493
13,1.1167496506881713,0.60266,0.9598955163002014,0.6567
14,1.1066592629623413,0.60824,0.9935148837089539,0.652
15,1.0919563820648193,0.61256,0.9485135807991028,0.6679
16,1.07323411693573,0.61778,0.9448822968482972,0.6692
17,1.0547150045776368,0.62656,0.9020288042068482,0.6852
18,1.0447941234588622,0.62932,0.8850298257827759,0.6878
19,1.0325043148803712,0.63322,0.8606620573997498,0.7026
20,1.0181197985839843,0.64104,0.8649613096237183,0.6951
