epoch,train_loss,train_acc,test_loss,test_acc
1,2.0803506112289427,0.23,1.8052742357254028,0.3649
2,1.795086921234131,0.35172,1.513138659286499,0.4536
3,1.6374745911407471,0.4064,1.4209930673599243,0.4924
4,1.5572372722625731,0.43516,1.3496723909378052,0.5132
5,1.51327647895813,0.45306,1.2944782655715943,0.5399
6,1.4705483396148682,0.47014,1.2843341438293456,0.5457
7,1.419877719154358,0.48872,1.2024114828109742,0.5757
8,1.3825100279998779,0.50334,1.1727403156280518,0.5862
9,1.349350403137207,0.51694,1.1227089519500733,0.6043
10,1.3265677324295044,0.5264,1.1120436277389527,0.6032
11,1.2989790354156494,0.53608,1.09653370552063,0.6181
12,1.271951921310425,0.5476,1.0683507353782653,0.6288
13,1.252325573387146,0.55396,1.0399812242507935,0.6344
14,1.2363645384979247,0.56054,1.005698392677307,0.6526
15,1.2197590786361694,0.56746,0.9838214920043945,0.6531
16,1.2122340144348145,0.5668,0.9973555490493774,0.6472
17,1.1860296492004394,0.58086,0.9641439270019532,0.659
18,1.1860070882797242,0.5799,0.9424298759460449,0.672
19,1.1792696018218993,0.57868,0.9344734144210816,0.6784
20,1.1561780276107787,0.5907,0.9342237223625183,0.6766
