epoch,train_loss,train_acc,test_loss,test_acc
1,2.031018338546753,0.25506,1.7647437294006347,0.3568
2,1.7171751900482177,0.37778,1.510964904975891,0.4514
3,1.5605473971176147,0.43146,1.4323553239822389,0.4787
4,1.4770329965972901,0.45964,1.3029861038208008,0.5318
5,1.4138119129180908,0.48766,1.25504387550354,0.5538
6,1.3561226502227783,0.51288,1.1646997854232788,0.5827
7,1.3055281218719483,0.52908,1.1090957656860352,0.6042
8,1.256667589073181,0.55272,1.106753503894806,0.6148
9,1.2256172871017457,0.56104,1.0723959255218505,0.6215
10,1.1950459407806397,0.57334,1.0152456411361694,0.6431
11,1.1654781759643555,0.58468,0.9916627891540527,0.6515
12,1.1399137686538696,0.59356,1.0249745522499085,0.6378
13,1.1239594958877563,0.60214,0.944364684677124,0.6656
14,1.1052272381401063,0.60858,0.9644020311355591,0.6585
15,1.0886156544876098,0.61204,0.92658356590271,0.6714
16,1.0744145578384399,0.61968,0.9169919846534729,0.6851
17,1.0608087825012207,0.62458,0.906572629737854,0.6838
18,1.0402798016357422,0.62994,0.8794814926147461,0.6894
19,1.039906374988556,0.62976,0.8636875254631042,0.6966
20,1.0233247353744508,0.63816,0.8742800078392029,0.6896
