epoch,train_loss,train_acc,test_loss,test_acc
1,2.0309293317031862,0.24762,1.7998561183929442,0.3421
2,1.7957917514801025,0.33852,1.6648591684341432,0.3857
3,1.7348672610855103,0.35496,1.654585442352295,0.4019
4,1.7112164305877686,0.36548,1.5846896692276,0.4141
5,1.6914103266525269,0.37268,1.5373584619522094,0.4395
6,1.676686876564026,0.37698,1.637582375717163,0.3837
7,1.6700877303695678,0.38384,1.5936841482162476,0.4161
8,1.6569111339569091,0.38968,1.5129856206893921,0.4351
9,1.6577720043182373,0.3908,1.499471364212036,0.4555
10,1.6537026256942748,0.39124,1.537830891418457,0.4293
11,1.6379817530059815,0.401,1.5753344255447388,0.4145
12,1.64174579536438,0.39604,1.6890381210327148,0.3761
13,1.6474020536422729,0.39648,1.5377606107711792,0.4443
14,1.631554557762146,0.40042,1.5029741109848023,0.4553
15,1.6246128929138184,0.40476,1.4533207773208618,0.4794
16,1.6243007053375245,0.40454,1.4570706197738648,0.4646
17,1.6160261626815795,0.40666,1.4699448907852173,0.4644
18,1.6250457259750366,0.40384,1.43235032081604,0.4734
19,1.6166238045501709,0.40848,1.6371612733840943,0.3933
20,1.6181047994995117,0.40592,1.5512634952545166,0.4394
