epoch,train_loss,train_acc,test_loss,test_acc
1,1.8579250992584229,0.32392,1.5558856401443482,0.4313
2,1.6377606032562255,0.4044,1.5286170751571655,0.4396
3,1.5881630603408814,0.41738,1.5185808382034303,0.4484
4,1.5531442667388915,0.43602,1.4579217964172364,0.4586
5,1.5474866276931762,0.43182,1.45462444896698,0.4727
6,1.5150492757415772,0.44956,1.4247750133514405,0.475
7,1.5141647922515868,0.44442,1.4379277662277221,0.4691
8,1.5064603635406495,0.44778,1.4320051357269288,0.4814
9,1.4982417543029785,0.45322,1.4486036586761475,0.4788
10,1.495431781539917,0.45466,1.4063307929992677,0.4955
11,1.477474406814575,0.46004,1.3848083011627197,0.5074
12,1.478807368774414,0.46202,1.4433747045516967,0.4806
13,1.481698868713379,0.45994,1.4207568691253663,0.4875
14,1.4778631386184693,0.46108,1.3489213497161865,0.5107
15,1.4712807468032838,0.46604,1.3919997245788573,0.4893
16,1.483530824584961,0.46112,1.4437157917022705,0.4853
17,1.4729563687133789,0.4616,1.3912005447387696,0.496
18,1.4708208094787598,0.46484,1.4403230434417724,0.4778
19,1.469524460105896,0.46858,1.3713474117279052,0.5112
20,1.4658287371444703,0.46598,1.4386186960220337,0.4857
