epoch,train_loss,train_acc,test_loss,test_acc
1,2.0627308975601197,0.24156,1.80689540309906,0.3478
2,1.7932613165283202,0.35134,1.6185862417221069,0.4216
3,1.658083698501587,0.39922,1.4435414199829102,0.4786
4,1.563901499633789,0.43574,1.3859216415405273,0.5008
5,1.5054525188827514,0.45402,1.2911276792526245,0.5423
6,1.450156503715515,0.47896,1.2477545137405395,0.5579
7,1.4208231299591065,0.49338,1.2044965368270875,0.5692
8,1.3701529790115357,0.50918,1.1438802488327027,0.5956
9,1.3449303218460082,0.51834,1.1281687593460084,0.6007
10,1.3100552983856202,0.5339,1.0984893451690674,0.617
11,1.2957517767715454,0.53988,1.0663194850921631,0.6201
12,1.2759582391357422,0.54506,1.0382993364334105,0.6332
13,1.256755221672058,0.55376,1.0107640748977662,0.638
14,1.240665273475647,0.55926,1.0230664975166321,0.6393
15,1.232104567527771,0.55946,1.0093883613586425,0.645
16,1.2164045375442505,0.56734,0.9853534309387207,0.6538
17,1.202742511291504,0.57248,0.9765661770820617,0.654
18,1.1869954927825928,0.57676,0.9522229454994202,0.6696
19,1.1841716981315613,0.5796,0.982388532447815,0.6555
20,1.1647253083992004,0.58448,0.9557765811920166,0.663
