epoch,train_loss,train_acc,test_loss,test_acc
1,1.6660349139404298,0.39084,1.3631993772506714,0.5092
2,1.306575980796814,0.53194,1.2523228994369506,0.5514
3,1.189557453918457,0.57828,1.2570601411819458,0.5594
4,1.122563935699463,0.60502,1.187407196044922,0.5902
5,1.0689283304977417,0.6233,1.2376863445281983,0.5659
6,1.0334041289138793,0.6345,1.170531530189514,0.592
7,0.9959703926849365,0.64648,1.1732149269104004,0.5901
8,0.9762340403366089,0.65428,1.185727474975586,0.5919
9,0.962807445487976,0.65934,1.1849331123352052,0.5937
10,0.9365197282409667,0.66622,1.1537712555885316,0.6049
