epoch,train_loss,train_acc,test_loss,test_acc
1,1.9932699127578735,0.26908,1.652609211730957,0.4115
2,1.6025463925170897,0.42024,1.4165557703018188,0.4886
3,1.4385107410812379,0.47978,1.3373357730865478,0.5276
4,1.329945457725525,0.52296,1.207246643447876,0.5639
5,1.2507697713470458,0.55224,1.1396601531982422,0.5997
6,1.1825159574127198,0.5785,1.0910413694381713,0.6131
7,1.129948296546936,0.59706,1.0626532356262206,0.6223
8,1.0810239276123046,0.61532,1.0606243711471557,0.6271
9,1.0398018453979492,0.63036,0.9847188907623291,0.6508
10,1.0001467765808105,0.64718,0.978429046344757,0.6578
11,0.9662233278274536,0.65672,0.9435468803405762,0.6703
12,0.9290380508804321,0.67348,0.9357032821655273,0.6739
13,0.8968851718902587,0.6826,0.9126621349334717,0.6813
14,0.8746093656349182,0.69122,0.889759654712677,0.6948
15,0.8559883063125611,0.69704,0.8787766233444214,0.6967
16,0.8247946104431152,0.70706,0.8809524188995361,0.6961
17,0.8109111586380005,0.71618,0.8809684686660767,0.6933
18,0.7986607175636291,0.7161,0.8621552461624146,0.7016
19,0.7699470348548889,0.72814,0.8589315553665161,0.7061
20,0.7543044216918945,0.73224,0.8606150555610657,0.7066
