epoch,train_loss,train_acc,test_loss,test_acc
1,2.0493293154907226,0.2425,1.7525886156082153,0.3748
2,1.7320209578704835,0.3674,1.5615552814483642,0.4388
3,1.598600202560425,0.4189,1.3815029901504516,0.4997
4,1.5132850009155274,0.44868,1.3364418529510498,0.5207
5,1.453274436149597,0.47022,1.2501229566574097,0.5498
6,1.3984402522277832,0.49416,1.2111383409500123,0.5629
7,1.3466207969284059,0.51412,1.1169193510055542,0.6038
8,1.3081947090530395,0.52678,1.1443196024894715,0.5976
9,1.2682366030120849,0.54628,1.0807610153198242,0.6125
10,1.2392250786972046,0.55564,1.0270665140151978,0.6391
11,1.2111315982818605,0.5651,1.017524287033081,0.6409
12,1.1976571616363525,0.57106,0.9696040712356567,0.6622
13,1.1811721408843994,0.57794,0.9810876142501831,0.6563
14,1.16085556640625,0.58526,0.9509256943702697,0.6652
15,1.152661986503601,0.58886,0.9255242247581482,0.6769
16,1.1375279732131958,0.5958,0.9393579832077026,0.6742
17,1.1235777826309203,0.59944,0.9380761775970459,0.6738
18,1.125510050086975,0.6006,0.9149430327415466,0.6828
19,1.107088499584198,0.60576,0.8883607380867005,0.6866
20,1.0925483314132691,0.611,0.9142857453346253,0.6797
