epoch,train_loss,train_acc,test_loss,test_acc
1,1.9015797283554077,0.3039,1.6871370712280274,0.3947
2,1.6032403519821168,0.4152,1.4519082370758056,0.4649
3,1.5410432431793213,0.44184,1.371306716156006,0.4915
4,1.5103425858688355,0.45614,1.4346882278442383,0.4913
5,1.5013815983963013,0.456,1.3663070734024048,0.4951
6,1.5020151425552368,0.45416,1.36682343044281,0.5039
7,1.49663742893219,0.45978,1.323156630897522,0.5232
8,1.477861526107788,0.46658,1.3874903659820557,0.5081
9,1.472189111251831,0.46874,1.3448004537582396,0.5121
10,1.4770725217819214,0.46474,1.341456114578247,0.5166
11,1.4564127297210694,0.47708,1.2886124462127686,0.5293
12,1.5129934811019898,0.45428,1.3219362440109252,0.5281
13,1.4658231272125244,0.4736,1.3313484254837036,0.522
14,1.4768860134887696,0.46834,1.333654520225525,0.5173
15,1.4547452118301392,0.4728,1.3101324228286744,0.5272
16,1.4501867012405396,0.47806,1.3292738021850585,0.5192
17,1.461766162033081,0.47254,1.3780369548797606,0.5053
18,1.447611441307068,0.47654,1.277954197692871,0.547
19,1.4491669342803954,0.47664,1.2802382738113403,0.5409
20,1.4606599185180664,0.4743,1.3675791484832764,0.4984
