epoch,train_loss,train_acc,test_loss,test_acc
1,2.084733605880737,0.23054,1.805083052444458,0.3441
2,1.8338969733428956,0.33488,1.5635989295959474,0.443
3,1.6894913947296142,0.3863,1.4450351499557494,0.4813
4,1.6148385356521606,0.41256,1.4190383405685425,0.4857
5,1.5608203945922852,0.4371,1.3209244800567628,0.5285
6,1.5059256549453734,0.4561,1.268412045097351,0.5529
7,1.4648617097091674,0.47256,1.2074650314331055,0.563
8,1.434335672302246,0.4834,1.1721592065811157,0.5902
9,1.40667203125,0.4967,1.1277678930282593,0.5973
10,1.374456730003357,0.50802,1.145589846420288,0.5938
11,1.3582844898986817,0.514,1.0862995162963867,0.6214
12,1.3364373119354247,0.5204,1.0743581775665283,0.6195
13,1.3238696041107179,0.52766,1.0620485213279725,0.6267
14,1.3081258194732666,0.53312,1.0225723578453063,0.6412
15,1.288412784729004,0.53812,1.0684286714553832,0.6204
16,1.2836802099990845,0.5423,1.0006577738761901,0.6496
17,1.2708675945281982,0.54806,1.0162318713188172,0.6482
18,1.2681347032546997,0.54748,1.0420465433120727,0.6345
19,1.2533282422256469,0.55522,0.963789785194397,0.6623
20,1.2364999733352662,0.56218,0.9658513239860534,0.6628
