epoch,train_loss,train_acc,test_loss,test_acc
1,1.974456560897827,0.26922,1.7304970249176026,0.3786
2,1.8454077367782593,0.31724,1.6601378639221192,0.385
3,1.8263939748764038,0.32684,1.6606147064208985,0.3904
4,1.8094575137710571,0.33182,1.665997783279419,0.3756
5,1.7877959413909912,0.3392,1.58222125415802,0.4152
6,1.787890262145996,0.34048,1.7176293952941895,0.3643
7,1.7759525202178954,0.34648,1.6122663572311402,0.4023
8,1.7836139296722413,0.3439,1.7781054580688476,0.341
9,1.7774498300933839,0.34556,1.5754944620132447,0.4182
10,1.7656044020462036,0.34748,1.5426378156661986,0.4295
11,1.7746756098556518,0.34388,1.5636182432174683,0.4233
12,1.7580935064315797,0.354,1.5672656684875488,0.4113
13,1.7512612063217163,0.35642,1.6501448486328125,0.3891
14,1.7724904922485352,0.3475,1.5432163452148437,0.4352
15,1.7634696194076538,0.35212,1.5920137149810791,0.4202
16,1.7557356859970092,0.35386,1.5618241235733032,0.4283
17,1.7429854767227173,0.3581,1.5591908136367798,0.4274
18,1.7365073428726197,0.3617,1.5122350412368775,0.4454
19,1.7340069851303102,0.3602,1.501157410812378,0.451
20,1.7409456158065797,0.35886,1.531626453781128,0.4443
