epoch,train_loss,train_acc,test_loss,test_acc
1,1.847881386680603,0.32942,1.5511522064208985,0.4312
2,1.6177299839401245,0.41082,1.4712652378082276,0.4657
3,1.5569700075531006,0.43428,1.394599464225769,0.4915
4,1.5289771292495729,0.4452,1.365533829307556,0.5026
5,1.5117075008392333,0.45238,1.3679044742584228,0.5022
6,1.4944573168182373,0.45804,1.3945600986480713,0.4908
7,1.4954497344589233,0.46082,1.3769316219329835,0.5027
8,1.4939354167556762,0.4581,1.4132782371520995,0.5003
9,1.4871603671264648,0.46338,1.3577482885360719,0.4995
10,1.4732131560516357,0.46792,1.4151488857269288,0.4874
11,1.4649469945526123,0.468,1.3565514822006226,0.514
12,1.4616536054229736,0.47348,1.3092844657897948,0.5245
13,1.4838773123168945,0.46748,1.3107160717010498,0.5241
14,1.470268120613098,0.47032,1.3532153959274291,0.514
15,1.4701028344345093,0.47292,1.3349319314956665,0.5207
16,1.4733314770889283,0.46694,1.30636460647583,0.5253
17,1.4659587969207764,0.47168,1.3394561473846436,0.5188
18,1.465981600227356,0.4697,1.3647231616973876,0.5147
19,1.4668639030456543,0.46984,1.3287893884658812,0.5175
20,1.4546778205108644,0.47452,1.3466038597106933,0.5132
