epoch,train_loss,train_acc,test_loss,test_acc
1,2.0648545223999024,0.23818,1.765181273651123,0.3742
2,1.7573804076766968,0.362,1.535401229095459,0.4471
3,1.611904190979004,0.41362,1.4302934280395507,0.4844
4,1.525922943458557,0.44314,1.3388441865921021,0.5087
5,1.467007992515564,0.46652,1.2719555583953857,0.5469
6,1.4222887012481689,0.48284,1.248225646018982,0.5555
7,1.373562057991028,0.50482,1.169153240585327,0.5856
8,1.3381992527008058,0.51634,1.1345109245300293,0.6014
9,1.3071355611419677,0.53108,1.103178568649292,0.6051
10,1.265291601448059,0.54506,1.071216807079315,0.6169
11,1.244923010597229,0.55354,1.068904607105255,0.6212
12,1.2326332139205933,0.55886,1.055773473072052,0.6307
13,1.2040435157012939,0.57052,0.9872216351509094,0.6528
14,1.1909678496170044,0.57444,0.9747416945457459,0.6634
15,1.16843085231781,0.58078,0.9478087964057922,0.6734
16,1.1639410251617432,0.58364,0.9701937286376953,0.6655
17,1.14788178440094,0.59224,0.947301069355011,0.6735
18,1.1326425197601317,0.5989,0.9041819067955017,0.6868
19,1.1362577977752686,0.59788,0.9516706992149353,0.6716
20,1.1200445556259155,0.60232,0.9014985984802246,0.6861
