epoch,train_loss,train_acc,test_loss,test_acc
1,2.014116881027222,0.26518,1.7019136341094971,0.3769
2,1.8181559704208374,0.32602,1.6809476217269896,0.3798
3,1.7674869966888427,0.34662,1.6972094938278197,0.373
4,1.752722897453308,0.3521,1.5924717903137207,0.4044
5,1.748039944114685,0.35244,1.5717085536956787,0.4246
6,1.7371159115219117,0.35314,1.6360073663711547,0.3957
7,1.7332507349395752,0.35908,1.5807278701782226,0.4193
8,1.7280795514678955,0.3615,1.5841178344726563,0.4158
9,1.7286223630142212,0.35826,1.5960125846862794,0.4188
10,1.7247096759414673,0.36294,1.580347721672058,0.4255
11,1.72447563621521,0.36342,1.6092770568847656,0.406
12,1.7200987982559204,0.36386,1.58438682346344,0.4252
13,1.7571224234008789,0.35432,1.7571450429916382,0.3504
14,1.7474284732818604,0.3558,1.620937774848938,0.3959
15,1.7277102383804321,0.3594,1.5965348707199096,0.4276
16,1.7246993078613282,0.36316,1.5578019842147828,0.429
17,1.716722907333374,0.3643,1.5713054029464721,0.424
18,1.7226240491104126,0.35982,1.5993318134307861,0.3964
19,1.7280442880249023,0.36182,1.5774778314590454,0.4154
20,1.7140190068817138,0.36316,1.5883642023086548,0.4128
