epoch,train_loss,train_acc,test_loss,test_acc
1,2.0236042365264892,0.257,1.723145390892029,0.3901
2,1.5985155703353882,0.4249,1.4042083190917969,0.4924
3,1.4218818955612182,0.48632,1.2928504508972167,0.5413
4,1.3203161227035523,0.52612,1.2168406352996826,0.5661
5,1.2403734153366088,0.55756,1.149209902381897,0.5939
6,1.1671098303222656,0.58366,1.1203332425117494,0.5994
7,1.112549086380005,0.6046,1.0411104937553406,0.6325
8,1.0569730423927308,0.62496,1.014323724079132,0.6456
9,1.0219695941925049,0.6371,0.9721902985572815,0.659
10,0.9759654503250123,0.65288,0.942803035736084,0.6697
11,0.9441324331092834,0.66574,0.9112948065757751,0.679
12,0.9140988022041321,0.67698,0.8975791595458984,0.6881
13,0.8857126325798035,0.68738,0.8933684177398682,0.689
14,0.859081026725769,0.69532,0.8806665014266968,0.6958
15,0.8373628576278687,0.7053,0.8862028203964233,0.6894
16,0.8062883552742004,0.71626,0.8928611957550049,0.6907
17,0.7948164237213134,0.71876,0.8475546907424927,0.7084
18,0.7735403092384339,0.72452,0.8641609072685241,0.7011
19,0.7580092010688781,0.7301,0.8455605938911438,0.7051
20,0.7356696060180664,0.73766,0.8630998106002807,0.704
