epoch,train_loss,train_acc,test_loss,test_acc
1,2.074842978553772,0.2321,1.8135286460876465,0.3464
2,1.8202483989715577,0.33832,1.601849068069458,0.4114
3,1.6800080819702148,0.38962,1.4346690870285035,0.4786
4,1.6108920947265626,0.41422,1.410789061355591,0.4937
5,1.5602197430038451,0.43434,1.3864108823776244,0.4937
6,1.5249909924697875,0.44654,1.3081797481536865,0.5289
7,1.4851352381134033,0.4626,1.3037838243484496,0.5382
8,1.4561926398849487,0.47614,1.2144829073905945,0.5633
9,1.4245338591766357,0.48662,1.1912867235183715,0.5756
10,1.404860743598938,0.49476,1.1602596988677978,0.5834
11,1.3792334610748291,0.50492,1.1169185941696167,0.6075
12,1.3638545850372314,0.51038,1.083746408367157,0.6156
13,1.339594167098999,0.52216,1.0875441018104552,0.6145
14,1.3327489657974243,0.52494,1.0794508327484131,0.6234
15,1.314370972480774,0.5307,1.0695297025680541,0.6197
16,1.2982412660217286,0.53638,1.0055400819778442,0.6471
17,1.2795147993087768,0.54412,1.0264243045806885,0.6391
18,1.2759248006820678,0.54682,1.0114541644096375,0.6519
19,1.2656549953079224,0.5506,0.9857818864822387,0.6522
20,1.246139160194397,0.556,0.9813527516365051,0.6549
